timestamp,project_id,phase,registration_tx_time_s,initial_model_ipfs_cid,initial_keys_hash
1772624412,2,register_project,0.1019,QmStwSSA7MxUjwLquVyQpV9dzxXMdFDfTnYTVcD8dGKNSJ,c9077063cfba3059054333e6d3e78c12ed6cbfda43d01eb526d5a66438cdc6d4
1772624415,2,publish,1,0.0587,QmStwSSA7MxUjwLquVyQpV9dzxXMdFDfTnYTVcD8dGKNSJ,symm
1772624435,2,aggregate,1,2.6397,1,QmeGDkh9Ya6jWMSecfatiMRnH22167vCgHDoy8aTogsSn9,0.0
1778165502,2,register_project,0.2446,QmRpN3UycBa2mPjGn1x9W4Emn5pK8FjwHrrsanrCWBWgtp,f25b402b467c5387f8e07cfed2a0d777dbcbad6baaaf53ac4c64b7b19a9ab46b
1778165506,2,publish,1,0.1545,QmRpN3UycBa2mPjGn1x9W4Emn5pK8FjwHrrsanrCWBWgtp,symm
1778165580,2,register_project,0.2648,QmYH1uqpgaUwcE8L8uhF3vhu6v5jnUrYcitXKaPeZ4rXDB,2b872621323c4a83450d11252623fe938d899dab810ea9f690d5c711c9e84735
1778165584,2,publish,1,0.1526,QmYH1uqpgaUwcE8L8uhF3vhu6v5jnUrYcitXKaPeZ4rXDB,symm
1778165604,2,aggregate,1,4.2037,1,QmXX97SYYv1JaTGiogHKyDhd6vipZX1okGMUKhM71fsmCS,0.0
