timestamp,project_id,phase,registration_tx_time_s,initial_model_ipfs_cid,initial_keys_hash
1770807837,101,register_project,0.1724,QmP2RnarcHkheNCfXW5L2Qyv7n5LxDb3aaZ5VqG2AFPPXj,4239274d2f8644b07f30776666506a13872ad398dd2deba33bb8438026357404
1770811610,101,register_project,0.1408,QmRjJBYdg9QRttfFHoBfcYTSFHS4LDUVCoCEfCC1Xca1mu,7a91ae13faf9aa4693a0670a9b7d0769359a280d6155887b42b673fb46a6f977
1770818311,101,register_project,0.1134,QmTTFgGfeYv6KzgDkDkkwcUSYbjfsdatSHSgmR2mNCMHMe,ff12fb5eb218d9829f0716aca3324b50b1dd6310c77c6926f81ff97acd71ba8e
1770818313,101,publish,1,0.0699,QmTTFgGfeYv6KzgDkDkkwcUSYbjfsdatSHSgmR2mNCMHMe,symm
1770818546,101,register_project,0.0967,QmY8G4J3LRZ7ZYNgy1Y7EzqQqSV5Xa1jD5di6PGX5kxuLw,0ee6280fd4102a44b0d4d71a6db98beaf392efc15c6c3a01b0728f0a15c4cf77
1770818551,101,publish,1,0.0472,QmY8G4J3LRZ7ZYNgy1Y7EzqQqSV5Xa1jD5di6PGX5kxuLw,symm
1770818615,101,register_project,0.1159,QmTdsPiWUvLewt5BuzzbJKbe6h8pZyMqHkXUep2ETBXAU9,cc856d7036adc8dec33eb1b5eb740498c9eb797bd4bbb5ef384981aa64f2037d
1770818618,101,publish,1,0.0566,QmTdsPiWUvLewt5BuzzbJKbe6h8pZyMqHkXUep2ETBXAU9,symm
1770818897,101,register_project,0.0935,QmNj9YRZxbrcMbfkKy3vXCtsUqMC4xChiHKe6xCfGAUUuS,d2aafa3940ce4e3ef90e7dd964c49a0f103913deca2d984b670e113a60bcc84d
1770818901,101,publish,1,0.0538,QmNj9YRZxbrcMbfkKy3vXCtsUqMC4xChiHKe6xCfGAUUuS,symm
1770819051,101,register_project,0.1088,QmSpir16mzD8ZXZtf2RikisBSo39RoyjcLD1GzZMh17HM3,bdd2c1751526aee9037b1099ac763187d3b63265471d830ad0f25a0ccf413bf1
1770819056,101,publish,1,0.0604,QmSpir16mzD8ZXZtf2RikisBSo39RoyjcLD1GzZMh17HM3,symm
1770819332,101,register_project,0.1214,QmUW6RXYLSEnxK2J4vAKAX9v46wSzBogr3ERatcKPH3mZu,966315700ba87a24c0ddfb24d735dd523f4782bb463782824187ef8001a4fe11
1770819336,101,publish,1,0.0489,QmUW6RXYLSEnxK2J4vAKAX9v46wSzBogr3ERatcKPH3mZu,symm
1770820128,101,register_project,0.106,QmdTEBrWSaKzF2cajwpeemRkH7NsSv9o7rkQAtTXawFTKx,a2d962969c0dea1092d5bf1e6f8ce7472b1c6616f4f0f3f10cf915d62de4b609
1770820132,101,publish,1,0.0485,QmdTEBrWSaKzF2cajwpeemRkH7NsSv9o7rkQAtTXawFTKx,symm
1770838917,101,register_project,0.2271,QmSTat6vUs3p9j45zty4D6hwvzdGcnkBBvufAUg5WGdYdT,d51d275e5d9c0d9255cff9bdb5b4fd65953dff8fab25f40f5a45e69b87bf6cdc
1770838918,101,publish,1,0.1419,QmSTat6vUs3p9j45zty4D6hwvzdGcnkBBvufAUg5WGdYdT,symm
1770839672,101,register_project,0.1544,Qmauk41oea2bMe943yQFkiTd2TGbBm7jfsiYnSJFfAhLqX,09f08e8d4afe65325d0ca03d1f390daaa3e713ecb0769e855787dddcf687218a
1770839674,101,publish,1,0.0683,Qmauk41oea2bMe943yQFkiTd2TGbBm7jfsiYnSJFfAhLqX,symm
1770839918,101,register_project,0.1597,QmS9CZ6KYK1b9PhNhCZd4hzRNAigQRJwdzfecoF767YEgn,b07265dfc9c2c69daa83a3aa7b11dd5eeada7cc3d029a432c4cd747265f454a5
1770839923,101,publish,1,0.0893,QmS9CZ6KYK1b9PhNhCZd4hzRNAigQRJwdzfecoF767YEgn,symm
1770841743,101,register_project,0.1577,QmTGE6usHm8yNYZpQmZvsgkNbekDetqg5oCgCT3qsqozNX,e8ca8b7a5cbd33e4a8aa2ed4ebd01e833c2fadae076f957ac171941031493639
1770841744,101,publish,1,0.0787,QmTGE6usHm8yNYZpQmZvsgkNbekDetqg5oCgCT3qsqozNX,symm
1770841765,101,aggregate,1,3.532,1,QmcnYTS7g6ipEYbGcKcxwPZ6DnAKExWBeu8Y1Ejd2pB73Q,0.0
1770841765,101,publish,2,0.0849,QmcnYTS7g6ipEYbGcKcxwPZ6DnAKExWBeu8Y1Ejd2pB73Q,asymm
1770842011,101,register_project,0.123,QmU949EtCbWJxmYLVwpJWvBZBvhSdoTPcecES4kidXis3r,4e0bcd011934bca4f6006a88d49201dcc9a8abc8f62a0a593323ef4fee2fcdf5
1770842013,101,publish,1,0.0586,QmU949EtCbWJxmYLVwpJWvBZBvhSdoTPcecES4kidXis3r,symm
1770842033,101,aggregate,1,3.3747,1,QmYopUzpkQS7YB63jbwpaMLPpngSu5g1RrsT2VE44BuGY7,0.0
1770842034,101,publish,2,0.0613,QmYopUzpkQS7YB63jbwpaMLPpngSu5g1RrsT2VE44BuGY7,asymm
