timestamp,project_id,phase,registration_tx_time_s,initial_model_ipfs_cid,initial_keys_hash
1770807837,101,register_project,0.1724,QmP2RnarcHkheNCfXW5L2Qyv7n5LxDb3aaZ5VqG2AFPPXj,4239274d2f8644b07f30776666506a13872ad398dd2deba33bb8438026357404
1770811610,101,register_project,0.1408,QmRjJBYdg9QRttfFHoBfcYTSFHS4LDUVCoCEfCC1Xca1mu,7a91ae13faf9aa4693a0670a9b7d0769359a280d6155887b42b673fb46a6f977
1770811610,101,publish,1,0.0827,QmRjJBYdg9QRttfFHoBfcYTSFHS4LDUVCoCEfCC1Xca1mu,symm
1770811691,101,register_project,0.1173,QmZ9ci34sptW8qYWwhXLfkHZpfJFAEDZkZ5zPS5D2KqGih,bd265fd0e66602bf1043a9c883351879ac768c5977400864145eb67a4e4cc73e
1770811692,101,publish,1,0.0601,QmZ9ci34sptW8qYWwhXLfkHZpfJFAEDZkZ5zPS5D2KqGih,symm
1770812326,101,register_project,0.124,QmX3ryohFQpNiq7eH6frk4KjCcimBiBamCXSpfdAY2hK65,15be407ecf8f40681f6f5046038425994739538080db1f49dae9f361b155219e
1770812328,101,publish,1,0.0802,QmX3ryohFQpNiq7eH6frk4KjCcimBiBamCXSpfdAY2hK65,symm
1770813065,101,register_project,0.0934,QmWzkY9WjKirLRmcCnMSCpvEtgVqJSs42YGx4eQo6s4QoH,0e96f7762286c0c6050acb87ae894f21529ca9e2a53bf171340211b14730d8af
1770813068,101,publish,1,0.05,QmWzkY9WjKirLRmcCnMSCpvEtgVqJSs42YGx4eQo6s4QoH,symm
1770813420,101,register_project,0.1092,Qmc151zWGWZ4SvKasUCruNsw6hqeYnJc53HH3m9vZe3aUS,6ee141df28966ea871952d3a280c0f92bfd203cdf189c0aa1037bb3b6b3f6ab4
1770813421,101,publish,1,0.0556,Qmc151zWGWZ4SvKasUCruNsw6hqeYnJc53HH3m9vZe3aUS,symm
1770814002,101,register_project,0.1218,QmZLsyZHyzXHaV3W3riobURhpWBFzCCR9xbZwPTfZmVT97,0ff61c716ceb1d5a97bcd2cb237a7b37bc2aeb6d5577305481853d1e8ca2793f
1770814006,101,publish,1,0.0523,QmZLsyZHyzXHaV3W3riobURhpWBFzCCR9xbZwPTfZmVT97,symm
