timestamp,project_id,phase,registration_tx_time_s,initial_model_ipfs_cid,initial_keys_hash
1770883688,503,register_project,0.1175,QmdXMathQW653sZHpVSrSPdtRK7c1CiLt3zVVkskCvGQ4B,f4e5d121ee9820b7dcfa5f2ed9a7c36fceba592025b3f0b56d9f1c5bf801bdf9
1770883692,503,publish,1,0.0584,QmdXMathQW653sZHpVSrSPdtRK7c1CiLt3zVVkskCvGQ4B,symm
1770883714,503,register_project,0.124,QmYTPH8GHaesshQS63LimDtgS9CJupXccJ28aYVewBZPsN,6b61b187a2b5d2ade5d9b95f14492ee318049351e6354952b038099bed8e86fd
1770883718,503,publish,1,0.0718,QmYTPH8GHaesshQS63LimDtgS9CJupXccJ28aYVewBZPsN,symm
1770883737,503,aggregate,1,3.0283,1,QmTrmZyTASu356vYpweuYwAChbt1eafVfRrDBbMNhrNyH4,0.0
